@relation 'Station 46001_X150.214.94.234.71.3.25.57_1.arff'

@attribute air numeric
@attribute WVHT numeric

@data
277.589447,1.03
277.814742,1.06
278.138352,0.91
278.664736,1.16
277.915854,1.03
277.860864,1.03
278.189471,1.34
278.420298,1.8
278.219183,2.46
277.719188,2.25
278.417515,2.4
278.421409,2.64
278.567516,2.09
278.60697,1.83
278.532813,1.57
278.734466,1.57
278.563635,1.63
278.538362,1.71
279.014752,1.6
279.166981,1.34
279.419764,1.5
279.346696,1.71
279.768092,2.33
279.893355,2.56
279.539478,2.5
279.111975,1.94
279.861955,1.85
280.09,1.65
279.764171,1.69
279.31473,1.39
280.06529,1.22
280.365833,1.19
279.740551,1.06
279.416945,0.8
279.687798,1.02
279.587222,1.08
279.186719,1.07
279.116409,1.5
279.821963,1.75
279.666412,1.69
279.31364,2.03
279.339457,1.73
279.693908,1.57
280.190554,1.82
280.014724,2.82
279.519746,2.77
280.241135,2.1
280.467487,2.28
279.690001,1.53
280.06474,1.73
279.688353,1.37
279.463087,1.28
279.337255,1.34
279.362522,1.55
279.618627,2.96
280.170849,3.97
279.639463,3.22
279.136692,3.4
279.49002,2.97
279.262527,3.55
279.517528,3.1
279.440024,3.02
279.81809,2.54
279.714195,2.76
279.839465,2.3
279.611982,2.02
279.863633,1.81
280.089455,1.47
279.839458,1.26
279.867501,1.23
280.318061,0.99
281.468055,1.07
280.844997,0.97
280.020867,0.96
280.41863,1.08
280.82471,0.91
280.675845,?
280.450031,0.77
280.945021,0.74
281.322513,0.58
280.543364,0.54
280.414203,0.48
280.56308,0.43
280.743899,0.55
280.441148,0.67
280.169772,1.07
281.269184,1.33
281.494435,1.43
281.315833,2.44
280.590581,2.1
281.3378,2.25
281.61752,1.66
281.491701,1.72
281.188354,1.68
281.139461,1.74
281.590029,1.93
281.091689,1.85
280.840038,1.62
280.940032,1.2
280.918073,1.04
280.591686,0.89
280.56864,1.33
280.644481,1.73
281.368091,1.83
280.887801,2.39
280.959203,2.41
281.161421,2.25
281.083359,1.99
281.03556,1.48
280.467533,1.27
281.640021,1.2
281.392782,1.38
281.164173,?
280.816401,1.57
281.187233,1.36
281.388908,1.66
281.213618,1.19
280.791141,1.37
281.237249,0.97
281.444456,0.99
281.144473,0.87
281.040565,1.1
281.115859,2.3
281.045025,3.53
281.468644,4.1
281.215323,3.64
281.566419,3.32
282.233337,3.22
282.011938,2.68
282.685559,2.5
282.637235,2.16
284.282198,2.96
282.882773,3.12
282.8828,2.76
282.4828,2.32
282.085014,2.55
281.456953,2.41
281.137237,1.94
281.712516,1.57
281.963601,1.56
281.338879,1.42
280.766402,1.03
281.564182,0.97
281.516943,0.88
281.989415,0.78
281.63945,0.69
282.061398,0.62
282.484413,0.77
282.186086,0.62
282.140563,0.6
281.462506,0.63
282.309155,0.69
281.332223,0.89
281.509748,0.91
281.504749,0.89
282.081149,0.82
281.461411,0.9
282.240569,1.08
282.617506,1.79
282.841123,1.5
281.964169,1.62
282.163084,1.89
282.16086,1.68
282.0153,1.9
281.716973,1.68
282.068082,2.29
281.78836,2.32
282.291128,2.19
281.936685,2.03
281.686133,1.85
282.186698,1.44
282.860854,1.33
282.738318,0.98
282.261956,0.94
282.937228,0.81
283.490559,0.73
282.985565,0.75
282.458629,0.87
283.058631,1.31
282.985008,1.58
282.360847,1.46
281.961966,1.37
281.488907,1.11
282.266956,1.12
281.967505,0.9
281.514734,0.87
281.987799,0.82
282.913613,1.14
283.014166,1.04
282.764742,0.95
282.763614,0.88
282.943348,0.95
282.713059,1.05
282.485573,1.05
282.563075,0.98
282.466958,0.84
282.293914,0.8
282.492806,0.74
282.463064,1.16
282.817519,1.29
282.488922,1.31
281.76198,1.4
282.037258,1.66
282.339476,1.51
282.018639,1.53
281.988925,1.25
282.31364,1.09
282.870301,1.11
282.422532,0.96
282.191138,1.05
282.340026,1
282.66916,1.05
282.644999,1.22
282.263627,1.4
283.014192,1.73
283.291117,1.33
283.118626,1.34
282.715296,1.25
283.089457,1.26
282.969741,0.97
282.444463,1.01
282.617522,0.77
283.037252,0.88
282.888353,1.18
282.386698,1.53
281.831143,3.05
282.338345,4.29
282.520865,3.94
283.019183,3.55
282.863648,2.85
282.861967,2.92
283.315853,2.33
283.015282,1.98
282.863633,1.76
283.166952,1.47
282.837243,1.4
282.76585,1.16
282.764744,1.06
282.666947,0.9
282.750568,1
283.278059,2.07
283.692248,2.2
282.964753,2.65
283.635001,2.93
283.163623,3.1
283.211963,3.28
282.834471,2.59
283.08334,2.22
282.811389,1.85
282.014182,1.57
281.991112,1.32
281.692209,1.02
282.071947,1.01
281.712511,0.94
281.988902,1.63
281.913044,1.72
283.386634,2.23
283.960271,2.39
283.189456,1.98
283.534998,1.8
283.032787,1.57
282.763627,1.82
282.288897,1.56
283.146113,1.26
282.997792,1.18
283.263614,1.33
282.841142,1.51
283.219737,1.55
282.992236,1.5
282.639474,1.62
282.487797,1.52
283.034469,1.62
282.937217,1.56
282.760303,1.44
282.363635,1.48
283.614741,1.47
283.140024,1.28
282.715852,1.3
282.438346,1.21
282.640006,1.2
282.714698,0.87
282.036671,0.78
282.961953,0.72
283.536098,0.65
282.911387,0.68
282.883367,0.57
282.383357,0.56
282.311394,0.63
282.861941,0.71
282.685566,0.73
283.112517,0.81
284.10971,0.84
284.509167,0.75
283.817498,0.78
283.513629,0.86
283.438894,0.87
283.68947,0.67
283.764193,0.63
283.364191,0.54
283.842234,0.55
283.515303,0.88
283.264745,1.37
283.615306,?
283.915278,1.69
284.120284,1.3
283.818073,1.16
284.216407,1.38
284.268079,1.28
283.943363,1.01
283.56419,0.88
284.716404,1.05
285.087242,1.52
284.4114,2.29
284.337807,2.45
283.98723,2.49
284.334453,1.93
283.660831,1.95
284.063632,1.62
283.965855,1.41
284.34001,1.2
284.612507,0.91
283.762522,0.95
283.513077,0.86
283.319745,1.15
283.623613,1.16
283.470854,1.38
284.117537,1.18
283.817517,1.38
283.918625,1.32
283.891126,1.69
284.270294,1.43
283.946101,1.61
283.923067,1.62
283.891137,1.6
284.016413,1.59
284.118612,1.17
284.143342,1.04
283.31474,0.99
283.914181,1.01
284.287795,0.87
284.013643,0.8
283.433909,0.74
283.240575,0.8
283.268632,0.61
283.721418,0.62
283.742262,1.29
284.442263,2.03
283.750561,1.67
284.348904,1.39
283.966981,1.27
284.791691,1.63
283.99168,1.78
284.417522,1.55
284.365851,1.53
284.73947,1.18
283.79391,1.18
284.691698,1.17
284.518636,1.12
284.73892,1.16
284.370854,1.67
284.970851,2.01
284.942249,2.19
284.819195,2.45
284.470294,2.05
284.766973,2.12
284.338918,1.67
284.341142,1.91
284.492238,1.39
284.517513,1.51
284.69224,1.64
284.716405,1.33
284.591698,1.35
284.717531,1.38
284.413089,1.26
284.237817,1.39
284.539468,1.03
284.560301,0.98
284.366972,0.88
283.965302,0.91
284.841155,0.81
284.340586,0.88
284.765315,1.05
284.867509,1.5
285.040013,2.06
285.26308,1.74
285.06252,1.54
284.48726,1.16
284.564746,1.18
284.639471,1.27
284.53947,1.32
284.74003,1.28
285.491125,2.01
285.038355,1.88
284.663639,1.59
284.51309,1.61
284.419183,1.34
284.365296,?
284.313624,2.52
285.042807,2.92
284.766414,2.59
284.48946,2.5
284.761977,2.31
285.191135,2.03
285.518066,1.66
285.363633,1.27
284.866419,1.31
284.865854,1.02
285.415294,0.98
284.88946,1.01
285.164175,1.05
284.787241,0.97
285.808042,1.25
284.983894,1.4
285.288362,2.07
285.387801,2.88
286.059733,2.18
286.434457,1.88
286.060869,2.91
285.365859,3.26
285.940004,2.87
285.437793,1.93
285.113103,1.73
285.03561,1.25
284.861415,1.13
284.390013,1.07
285.390021,0.93
285.041141,1.25
285.143363,2.07
285.391147,2.42
284.944477,1.87
284.768089,1.52
284.691693,1.49
284.216415,1.49
284.116422,1.58
284.066419,2.64
284.519171,2.26
284.445013,1.88
284.970307,1.91
285.016968,2.72
285.423624,2.76
285.643923,2.62
285.316416,2.81
285.119213,2.65
285.096693,3.04
284.918633,3.38
284.543372,2.87
284.720288,2.25
285.47417,2.58
286.315863,2.85
285.866977,3.33
284.868643,2.97
284.920299,4.52
284.018079,4.33
284.293364,3.83
283.816959,3.45
284.770292,2.61
283.893355,2.28
283.047256,1.57
283.092266,1.29
283.3714,1.33
283.518628,1.31
282.641695,1.69
282.493906,1.83
283.123077,1.84
283.890576,2.06
284.263095,3.13
284.140587,3.6
284.139472,3.7
284.335032,3.15
283.460326,2.62
283.660868,2.23
283.668635,1.6
283.769181,1.12
284.418072,1.6
284.54448,1.29
284.571416,1.34
283.764214,1.79
283.664757,2.21
283.667527,2.6
283.695016,2.57
283.7417,2.34
283.741135,1.76
284.141708,1.65
284.041699,1.46
283.514206,1.95
283.640592,2.19
283.792806,1.99
284.067527,2.22
284.141134,2.68
284.315856,2.79
284.018076,3.06
284.422503,3.44
285.6203,6.13
285.866983,6.35
284.069219,4.95
283.792257,4.53
283.566955,3.81
283.391139,4.53
282.987815,4.25
283.536137,2.89
283.941684,2.64
284.342788,2.83
284.068616,3.51
284.722523,3.4
284.920859,2.79
285.521415,2.93
285.893908,2.83
285.992262,3.49
285.221973,3.38
285.374208,3.76
284.795038,3.45
284.619207,3.17
283.995043,3.04
284.04727,2.61
284.498381,2.37
285.197248,3.06
284.798912,3.82
284.571987,4.03
284.468655,3.67
284.315883,3.36
283.693369,3.39
283.41808,3.87
283.895028,3.63
283.539468,3.37
283.015874,3.85
282.666985,3.04
281.986699,2.63
282.274194,2.11
283.428629,3.29
283.719757,3.93
283.186691,3.8
282.866418,3.55
282.773073,4.03
283.066967,4.53
283.120283,?
282.16696,9.08
283.171414,8.52
282.23837,7.61
283.21807,6.16
283.467513,4.59
282.741146,4.25
282.166425,3.97
281.342828,4
280.846705,3.82
280.321989,3.39
280.151143,2.89
280.22087,2.37
280.919741,2
279.94504,2.45
280.065877,2.61
280.29006,2.72
280.621967,2.03
280.594467,1.61
280.543364,1.62
281.563634,1.59
281.863635,1.61
281.761969,1.38
281.886697,1.48
281.565876,?
282.429737,3.41
282.319764,3.36
282.468628,3.56
283.02307,3.31
283.721967,2.44
283.694477,2.57
283.742257,2.31
283.588926,2.76
283.787808,2.55
283.218641,2.75
283.293375,2.8
283.416965,3.06
283.366423,3.32
282.866988,3.23
283.043382,2.88
282.520313,2.76
282.845038,2.28
282.742793,1.85
283.013081,1.61
282.140576,1.71
282.716955,1.2
281.345575,1.48
281.543364,1.22
281.345035,1.53
281.548904,1.42
281.372532,1.31
280.819742,1.35
280.615859,1.26
281.674737,1.43
281.169195,1.5
281.817531,1.51
280.9417,1.85
281.273625,1.88
282.019749,2.19
282.318097,2.04
282.218657,2.13
282.395584,2.34
282.66587,2.21
282.960316,2.37
282.761419,2.44
282.366966,2.64
282.611977,2.72
282.211981,2.78
282.0142,3.53
282.292241,3.07
282.213079,2.64
281.456428,2.52
280.428385,1.79
280.00976,2.64
279.162531,2.41
279.392797,3.24
279.144495,2.85
278.793391,2.94
278.289513,3.58
277.069226,3.77
276.873105,5.82
276.830307,5.29
275.974189,4.06
276.820319,3.3
276.989503,3.09
277.692274,3.3
277.637829,?
277.564766,2.26
277.538941,2.23
278.065314,1.76
277.886159,2.21
278.011445,2.66
278.236733,2.72
278.460327,2.54
278.760351,2.82
279.084524,2.37
278.73396,2.13
279.312004,2.07
279.059228,2.47
279.183941,2.76
278.862546,2.27
279.415304,1.88
278.364191,1.82
278.438387,1.6
278.865877,1.53
278.691716,1.11
278.564211,1.03
278.586168,0.94
278.565907,1.07
279.266447,1
279.239504,0.96
280.086739,0.87
279.765892,0.89
280.587271,0.77
280.288381,0.8
279.783402,0.8
279.908645,0.73
280.440574,2.14
280.042246,?
280.067511,2.7
279.692255,3.28
279.568639,3.08
279.009747,3.03
279.433385,3.18
278.961437,2.92
279.441701,2.77
279.365879,2.47
278.817531,2.39
279.187814,2.32
279.338357,2.58
279.384487,2.23
279.227263,2.17
279.056998,1.41
279.110325,1.76
278.964763,2.49
278.716983,2.68
276.975914,2.27
275.572016,2.91
275.341194,3.1
274.96701,2.85
274.691188,2.23
274.615339,2.55
274.532288,1.85
274.936739,1.4
279.141711,1.91
280.764758,4.64
280.791704,5.27
280.859207,7.33
279.959755,5.71
279.614731,6.14
279.364749,7.29
279.786147,6.11
279.936141,4.99
279.787252,?
279.860315,2.95
279.556983,2.74
279.709221,2.13
280.035045,1.94
279.660892,2.13
278.912017,2
278.113144,2.84
277.312578,3.53
277.036755,3.57
275.954802,2.59
276.502565,2.51
277.251457,2.14
278.707013,1.86
278.43452,2.89
277.836192,2.9
278.107007,2.44
277.356991,1.87
278.110301,1.45
279.342235,1.14
280.215299,1.95
280.385589,2.7
280.358093,2.8
280.310869,2.83
280.163086,2.99
280.235588,3.56
280.61308,3.32
280.259751,3.27
280.013098,2.94
280.010882,2.49
279.706422,2.74
279.833376,2.68
279.633932,2.53
279.863083,2.6
280.236161,2.44
279.814779,2.19
280.084497,1.58
279.26033,1.73
278.932283,1.98
278.935032,1.51
279.765289,1.61
280.442807,2.08
279.561999,2.68
278.83726,3.1
279.568621,3.23
279.26254,4.56
279.060877,4.53
278.888929,4.32
279.290041,2.91
278.835051,3.04
279.476735,2.52
280.535631,3.75
279.511469,4.69
277.862036,3.3
276.781763,3.19
275.955926,2.25
276.431759,2.18
276.084531,1.71
276.157595,1.61
275.882878,1.74
276.322316,1.67
276.773404,1.95
276.970624,2.75
277.50089,2.61
278.27729,2.59
278.659252,2.8
279.031758,2.97
279.010369,3.64
279.380081,2.85
278.954775,2.61
278.97283,2.26
278.776173,1.83
278.950335,2
279.383947,2.22
279.633382,2.73
279.285597,?
278.610325,6.39
279.764786,8.49
279.8873,6.07
279.86203,4.92
279.605913,3.91
279.19925,4.5
278.393136,3.4
276.590917,3.08
277.03061,2.71
277.617529,1.92
278.265323,1.83
278.915335,2.02
279.33339,1.65
279.229496,1.88
279.14589,2.05
279.201438,2.03
279.532823,1.55
279.338373,1.67
279.513655,1.61
279.290025,2.41
279.38504,5.02
279.36032,?
279.558675,5.24
280.286712,4.53
280.732275,4.17
280.090615,3.61
279.615337,3.51
278.869224,3.69
279.020904,2.87
278.19454,3.27
279.485639,3.31
279.192284,3.8
278.675895,3.19
277.248405,3.37
276.663673,2.87
276.16368,2.4
276.411454,2.79
276.237274,2.77
276.334495,2.98
276.412007,2.66
276.287828,2.67
275.718122,2.63
275.185656,2.88
275.231752,2.54
276.830642,2.41
276.263131,2.19
276.108147,2.19
275.730671,2.76
275.575688,2.86
274.647604,3.07
274.270099,2.77
274.270641,3.34
273.797566,2.54
273.949783,3.93
274.027832,3.87
275.680601,3.35
275.955332,3.36
275.854792,2.57
275.398138,2.02
274.755361,1.99
275.644493,1.67
277.274758,1.62
278.393918,2.63
279.428068,3.16
279.619745,2.74
279.2406,3.46
278.616424,4.45
279.317519,5.2
279.016971,7.73
278.81864,6.58
278.295035,5.05
277.862536,4.36
278.115327,3.59
277.61423,3.78
277.312003,4.88
276.990058,4.84
278.373069,4.62
278.943886,3.51
279.390016,3.23
278.642813,2.92
279.613638,3.56
278.891687,4.01
278.589471,4.85
278.511434,4.13
278.765328,3.79
277.838926,2.96
277.193937,2.86
277.089495,2.37
276.537822,3.3
276.612543,2.99
276.506996,3.45
275.587287,4.83
273.641734,4.96
271.867585,4.72
272.089505,4.92
273.015896,5.28
273.741716,6.36
273.541713,6.16
274.387823,5.94
274.536146,5.12
274.938389,4.31
275.314171,2.69
276.715299,3.03
276.417517,4.79
277.193366,3.63
276.063707,5.22
275.63568,5.44
276.535671,8.56
276.438451,7.08
275.266506,6.07
274.287887,?
273.939546,4.44
275.237891,3.61
275.040637,2.84
275.091185,2.68
274.443945,?
275.242838,2.32
274.621997,1.9
274.690613,1.95
274.515887,1.8
275.254225,2.03
274.579495,2.15
273.7295,1.93
274.930044,1.82
274.80978,2.17
275.510877,2.84
275.458111,?
275.862561,2.58
275.015906,2.64
274.159243,2.85
274.1373,2.89
274.140081,4.61
274.94892,4.01
275.670874,3.05
277.442262,?
278.098358,?
278.621416,4.12
278.291699,3.83
278.313077,4.86
277.786136,7.3
277.186688,6.38
277.732257,5.98
277.783923,6.13
277.643902,4.92
277.888903,3.43
278.538925,3.43
278.73781,4.94
277.892263,4.59
279.141151,?
279.616415,?
278.282816,7.53
278.037263,11.14
278.710327,9.32
278.341124,6.82
277.914194,4.7
278.243901,3.88
278.718097,4.98
