@relation 'Station 46001_X150.214.94.234.71.3.25.57_2.arff'

@attribute air numeric
@attribute WVHT numeric

@data
275.299988,2.2
276.100006,2.62
276,2.68
275.299988,3.61
274.900024,3.89
275.299988,3.75
275,2.99
274,2.61
274.200012,2.6
275,1.94
276.600006,1.98
276.600006,1.74
275.600006,1.83
276.100006,2.62
275.900024,3.21
276.100006,2.71
275.700012,2.59
276,2.43
276.400024,2.13
275.299988,1.8
274.799988,1.43
275.400024,1.37
276.100006,1.18
275.400024,1.04
274.799988,1.35
275.5,1.34
275.200012,1.17
275.799988,1.14
275,1.4
275.700012,1.94
276.100006,2.37
275.799988,1.79
275.100006,1.77
275.400024,2.3
276.299988,2.07
276.200012,2.12
276.100006,1.75
276.600006,?
276.5,3.78
276.100006,2.71
275.900024,2.52
276.700012,2.07
277.299988,1.68
276.5,1.35
275.5,1.34
276.100006,1.08
276.600006,1.11
276.799988,1.66
276,3.09
277.200012,5.27
277.200012,4.94
277.200012,3.52
276.299988,3.98
276.700012,4.21
276.600006,3.9
276.799988,3.62
275.900024,3.76
276.600006,2.78
276.600006,2.5
276.299988,1.98
276.100006,1.83
276.600006,1.59
276.700012,1.63
277,1.23
276.600006,1.27
277.200012,1.74
277.200012,2.37
276.900024,2.36
276.5,2.59
276.600006,2.52
276.5,2.32
276.299988,1.83
276,1.51
276.5,1.46
277.400024,2.31
277.200012,2.04
276.600006,1.82
277.299988,1.52
277.100006,1.43
276.799988,1.49
276.200012,1.42
276.299988,1.43
276.900024,1.16
276.200012,1.15
275.5,0.94
275.900024,0.79
276.299988,0.84
276.299988,1.4
276,2.06
276.600006,2.77
277.100006,2.8
276.799988,2.53
276.799988,2.07
277.299988,2.2
278,?
277.600006,2.02
277.799988,1.8
277.900024,1.57
277.400024,?
275.900024,1.1
275.200012,1.11
275.900024,0.99
277.200012,?
277.400024,1.44
276.600006,2.44
277.200012,2.89
278,?
277.299988,3.03
276.200012,2.56
277.200012,2.37
278.200012,?
277.5,2.1
277,2.56
277.700012,2.32
278,?
277.700012,2
277,2.03
277.200012,2.29
276.799988,?
276.799988,3.51
276.5,4.13
277,3.26
277.400024,2.2
276.600006,2.07
276.200012,1.58
276.700012,1.19
276.900024,1.26
276.200012,1.23
276,1.32
276.600006,1.78
277,1.76
277.100006,1.83
275.799988,1.42
276.400024,1.24
277.299988,1.21
277.299988,1.23
275.700012,1.31
276.100006,1.44
277.5,2.28
276.700012,3.21
276,2.65
276.700012,2.32
277.100006,1.64
276.200012,1.75
276.700012,1.65
277.600006,1.82
277.799988,1.86
276.600006,2.3
275.5,2.08
276.400024,2.06
277,2.36
277,2.92
277,3.35
277.200012,3.93
277.400024,3.67
277.100006,3.5
276,3.64
276.100006,2.94
276.700012,3.31
276.900024,2.95
276.100006,2.57
277.400024,2.5
277.100006,2.38
276.400024,2.97
275.100006,3.54
276.700012,3.11
276.5,2.53
275.900024,2.59
275.900024,3.06
277.799988,2.99
277.600006,2.75
276.900024,2.18
276,1.74
276.400024,1.57
277,1.48
276.5,1.03
276.700012,1.06
277,0.91
277.799988,1.16
277.100006,1.03
276.600006,1.03
277.299988,1.34
278.100006,1.8
277.700012,2.46
277.299988,2.25
277.799988,2.4
278.400024,2.64
278,2.09
277,1.83
277.100006,1.57
277.600006,1.57
277.600006,1.63
277.400024,1.71
278.200012,1.6
278.900024,1.34
279.200012,1.5
279.200012,1.71
279.400024,2.33
279.5,2.56
278.799988,2.5
278.200012,1.94
278.799988,1.85
279.299988,1.65
278.799988,1.69
278.5,1.39
279.299988,1.22
279.400024,1.19
278.700012,1.06
278.200012,0.8
278.5,1.02
278.600006,1.08
278.400024,1.07
278.299988,1.5
279.600006,1.75
279.100006,1.69
278.200012,2.03
278.200012,1.73
279.100006,1.57
279.400024,1.82
279,2.82
279.100006,2.77
279.400024,2.1
279.799988,2.28
278.799988,1.53
279,1.73
278.700012,1.37
278.600006,1.28
278.299988,1.34
278.299988,1.55
279,2.96
279.900024,3.97
278.600006,3.22
278,3.4
278.700012,2.97
278.200012,3.55
278.900024,3.1
278.5,3.02
279.400024,2.54
279,2.76
278.799988,2.3
278.400024,2.02
278.799988,1.81
279.299988,1.47
278.900024,1.26
279.100006,1.23
279.600006,0.99
280.799988,1.07
280.5,0.97
279.700012,0.96
279.900024,1.08
280.799988,0.91
280.900024,?
280.700012,0.77
280.799988,0.74
281.299988,0.58
280,0.54
279.400024,0.48
279.600006,0.43
280.400024,0.55
279.900024,0.67
280,1.07
281,1.33
281,1.43
280.5,2.44
280,2.1
280.5,2.25
281.299988,1.66
281.100006,1.72
280.299988,1.68
280.299988,1.74
280.900024,1.93
280.5,1.85
280,1.62
280.200012,1.2
280.600006,1.04
280,0.89
280.200012,1.33
280.400024,1.73
281.200012,1.83
280.299988,2.39
279.900024,2.41
280.200012,2.25
280,1.99
279.700012,1.48
279.900024,1.27
280.799988,1.2
280.900024,1.38
280.200012,?
280.100006,1.57
280.100006,1.36
280.400024,1.66
280.200012,1.19
280.100006,1.37
280.299988,0.97
281.100006,0.99
280.700012,0.87
280.100006,1.1
280.5,2.3
280.900024,3.53
281.200012,4.1
280.700012,3.64
281.100006,3.32
280.799988,3.22
280.799988,2.68
281.200012,2.5
281.600006,2.16
282.600006,2.96
281.299988,3.12
281.200012,2.76
281,2.32
280.900024,2.55
279.799988,2.41
280,1.94
280.700012,1.57
281.100006,1.56
280.200012,1.42
279.799988,1.03
280.600006,0.97
280.900024,0.88
280.799988,0.78
280.400024,0.69
280.799988,0.62
280.600006,0.77
280.600006,0.62
281.100006,0.6
280.400024,0.63
281,0.69
280,0.89
280.100006,0.91
279.900024,0.89
280.900024,0.82
280.600006,0.9
281.100006,1.08
281.799988,1.79
282.200012,1.5
281.200012,1.62
281.299988,1.89
281.100006,1.68
281.200012,1.9
281.100006,1.68
281.600006,2.29
281,2.32
281.600006,2.19
280.600006,2.03
280.400024,1.85
281.100006,1.44
281.700012,1.33
281.600006,0.98
281,0.94
281.799988,0.81
282.700012,0.73
281.700012,0.75
281,0.87
281.799988,1.31
282,1.58
281.400024,1.46
281,1.37
280.600006,1.11
281.700012,1.12
281.400024,0.9
280.600006,0.87
280.900024,0.82
281.900024,1.14
282,1.04
281.799988,0.95
281.799988,0.88
282.600006,0.95
281.799988,1.05
281.299988,1.05
281.700012,0.98
281.900024,0.84
281.900024,0.8
281.900024,0.74
281.5,1.16
282.5,1.29
281.799988,1.31
280.900024,1.4
281.299988,1.66
281.700012,1.51
281.799988,1.53
281.299988,1.25
281.5,1.09
282.799988,1.11
282.400024,0.96
281.799988,1.05
281.700012,1
282.299988,1.05
282.100006,1.22
281.299988,1.4
282.200012,1.73
282.5,1.33
282.400024,1.34
281.700012,1.25
282.100006,1.26
282.600006,0.97
282.100006,1.01
282,0.77
282.100006,0.88
282,1.18
281.400024,1.53
280.200012,3.05
281.299988,4.29
282.400024,3.94
282.5,3.55
281.900024,2.85
281.799988,2.92
282.600006,2.33
282.100006,1.98
281.799988,1.76
282.600006,1.47
282,1.4
282.200012,1.16
281.799988,1.06
282.100006,0.9
282.900024,1
283.400024,2.07
283.299988,2.2
282.600006,2.65
282.299988,2.93
282.200012,3.1
282.100006,3.28
281.400024,2.59
281.5,2.22
281.600006,1.85
281,1.57
281.299988,1.32
281,1.02
281.900024,1.01
280.600006,0.94
281.100006,1.63
280.799988,1.72
281.600006,2.23
282.100006,2.39
282.400024,1.98
282.200012,1.8
281.600006,1.57
281.799988,1.82
281.5,1.56
282.900024,1.26
282.900024,1.18
282.299988,1.33
282.400024,1.51
283.299988,1.55
282.799988,1.5
281.900024,1.62
281.600006,1.52
281.900024,1.62
281.799988,1.56
281.5,1.44
281.400024,1.48
282.900024,1.47
282.600006,1.28
282.100006,1.3
281.5,1.21
281.900024,1.2
281.799988,0.87
280.799988,0.78
282,0.72
282.299988,0.65
281.799988,0.68
281.600006,0.57
281.200012,0.56
281.299988,0.63
281.5,0.71
281.100006,0.73
281.900024,0.81
282.400024,0.84
282.900024,0.75
283,0.78
282.700012,0.86
282.799988,0.87
283.100006,0.67
283,0.63
282.600006,0.54
283.400024,0.55
282.900024,0.88
282.400024,1.37
282.900024,?
283,1.69
283.5,1.3
283.100006,1.16
283.5,1.38
283.900024,1.28
283.5,1.01
282.600006,0.88
283.900024,1.05
284,1.52
283.299988,2.29
283.100006,2.45
282.700012,2.49
282.900024,1.93
282.299988,1.95
283.100006,1.62
283.200012,1.41
283.400024,1.2
283.5,0.91
282.700012,0.95
282.600006,0.86
283,1.15
283.5,1.16
283.200012,1.38
283.700012,1.18
283.5,1.38
283.400024,1.32
282.900024,1.69
283.900024,1.43
283.700012,1.61
283.900024,1.62
283.299988,1.6
283.5,1.59
283.799988,1.17
283.5,1.04
282.299988,0.99
283,1.01
283.5,0.87
283.400024,0.8
282.100006,0.74
282.700012,0.8
283.200012,0.61
284,0.62
283.5,1.29
284.100006,2.03
284.100006,1.67
284.5,1.39
283.400024,1.27
284.299988,1.63
283.5,1.78
283.900024,1.55
283.600006,1.53
284,1.18
283.799988,1.18
284.200012,1.17
284.100006,1.12
284.100006,1.16
284.400024,1.67
284.700012,2.01
284.100006,2.19
284.400024,2.45
284.299988,2.05
284.200012,2.12
283.5,1.67
283.900024,1.91
284.100006,1.39
284,1.51
284.200012,1.64
284.100006,1.33
284.400024,1.35
284.5,1.38
283.700012,1.26
283.400024,1.39
283.900024,1.03
283.299988,0.98
283.700012,0.88
283.200012,0.91
284.400024,0.81
283.600006,0.88
283.900024,1.05
284.299988,1.5
284.5,2.06
284.400024,1.74
284.100006,1.54
283.799988,1.16
284,1.18
283.900024,1.27
283.700012,1.32
284,1.28
284.900024,2.01
284.299988,1.88
283.799988,1.59
283.700012,1.61
284.100006,1.34
283.5,?
283.100006,2.52
284.600006,2.92
284.400024,2.59
283.799988,2.5
283.700012,2.31
284.5,2.03
284.900024,1.66
284.400024,1.27
284.299988,1.31
284.299988,1.02
284.600006,0.98
283.900024,1.01
284.100006,1.05
283.600006,0.97
284.299988,1.25
283.5,1.4
284.400024,2.07
284.5,2.88
284.700012,2.18
285,1.88
284.900024,2.91
284.799988,3.26
285.100006,2.87
284.5,1.93
284.200012,1.73
284.100006,1.25
283.900024,1.13
283.5,1.07
284.400024,0.93
284.400024,1.25
284.900024,2.07
284.900024,2.42
284.799988,1.87
284.5,1.52
284.299988,1.49
283.5,1.49
283.400024,1.58
283.5,2.64
284,2.26
284.100006,1.88
284.799988,1.91
284.400024,2.72
285.400024,2.76
285.400024,2.62
284.799988,2.81
284.900024,2.65
284.900024,3.04
284.600006,3.38
284.100006,2.87
284.200012,2.25
285.5,2.58
285.700012,2.85
285.5,3.33
284.600006,2.97
284.799988,4.52
283.700012,4.33
283.799988,3.83
283.299988,3.45
284.600006,2.61
283.600006,2.28
283.299988,1.57
283,1.29
283.100006,1.33
283,1.31
282.100006,1.69
282.200012,1.83
283.200012,1.84
283.100006,2.06
283.600006,3.13
283.5,3.6
283.5,3.7
283.299988,3.15
282.400024,2.62
282.5,2.23
283.100006,1.6
283.299988,1.12
283.799988,1.6
284.200012,1.29
284.700012,1.34
283.400024,1.79
283,2.21
283.100006,2.6
283.5,2.57
283.100006,2.34
282.900024,1.76
283.700012,1.65
283.700012,1.46
282.900024,1.95
282.900024,2.19
283.200012,1.99
283.600006,2.22
283.400024,2.68
283.600006,2.79
283.5,3.06
284.100006,3.44
285.299988,6.13
285.799988,6.35
284.299988,4.95
283.400024,4.53
282.600006,3.81
282.600006,4.53
282.100006,4.25
282.600006,2.89
283,2.64
283.600006,2.83
283.5,3.51
284.900024,3.4
284.700012,2.79
285.400024,2.93
285.5,2.83
285.700012,3.49
285.299988,3.38
285.700012,3.76
284.799988,3.45
284.799988,3.17
283.900024,3.04
284.400024,2.61
284.799988,2.37
285.600006,3.06
285.100006,3.82
284.700012,4.03
284.5,3.67
284.100006,3.36
283.400024,3.39
283,3.87
283.700012,3.63
282.900024,3.37
282.5,3.85
282.200012,3.04
281.100006,2.63
282.5,2.11
284,3.29
283.700012,3.93
282.299988,3.8
282.600006,3.55
282.799988,4.03
282.600006,4.53
282.799988,?
281.600006,9.08
283.100006,8.52
281.600006,7.61
282.5,6.16
283,4.59
282.200012,4.25
281.600006,3.97
281.200012,4
281.100006,3.82
280.5,3.39
280.5,2.89
280.200012,2.37
280.799988,2
280,2.45
279.600006,2.61
279.900024,2.72
280.700012,2.03
280.200012,1.61
280,1.62
280.400024,1.59
280.900024,1.61
280.600006,1.38
280.700012,1.48
280.900024,?
283.100006,3.41
282.400024,3.36
282,3.56
282.700012,3.31
283.600006,2.44
283.5,2.57
283.5,2.31
282.900024,2.76
283.100006,2.55
282.799988,2.75
283,2.8
282.799988,3.06
283,3.32
282.400024,3.23
282.700012,2.88
282.400024,2.76
282.600006,2.28
282.100006,1.85
281.900024,1.61
281.200012,1.71
282,1.2
280.900024,1.48
281,1.22
280.900024,1.53
281.700012,1.42
281.400024,1.31
280.5,1.35
279.900024,1.26
281.799988,1.43
280.700012,1.5
281.200012,1.51
280.299988,1.85
281.299988,1.88
281.799988,2.19
281.900024,2.04
281.900024,2.13
282.400024,2.34
282.100006,2.21
281.700012,2.37
281.600006,2.44
281.600006,2.64
281.400024,2.72
280.900024,2.78
281.100006,3.53
281.700012,3.07
281.5,2.64
280.299988,2.52
279.100006,1.79
279.200012,2.64
278.100006,2.41
278.799988,3.24
279.299988,2.85
278.799988,2.94
278.100006,3.58
276.900024,3.77
277.100006,5.82
277.799988,5.29
276.299988,4.06
277,3.3
276.400024,3.09
277.600006,3.3
276.900024,?
276.799988,2.26
276.900024,2.23
277.600006,1.76
277,2.21
277.100006,2.66
277.5,2.72
277.5,2.54
278,2.82
278.400024,2.37
278,2.13
278.799988,2.07
278.299988,2.47
278.200012,2.76
278,2.27
278.700012,1.88
277.5,1.82
277.600006,1.6
278.299988,1.53
278.200012,1.11
277.799988,1.03
277.5,0.94
278.100006,1.07
279,1
278.799988,0.96
279.200012,0.87
279.299988,0.89
279.700012,0.77
279.5,0.8
278.700012,0.8
278.600006,0.73
279.700012,2.14
279.400024,?
279.299988,2.7
278.900024,3.28
278.900024,3.08
277.5,3.03
278,3.18
278,2.92
279,2.77
278.700012,2.47
278.200012,2.39
278.200012,2.32
278.299988,2.58
278.100006,2.23
277.200012,2.17
277.600006,1.41
277.900024,1.76
278.200012,2.49
278.200012,2.68
277.900024,2.27
276.200012,2.91
275.400024,3.1
275,2.85
274.700012,2.23
274.5,2.55
273.700012,1.85
274.600006,1.4
279,1.91
280,4.64
280.299988,5.27
279.5,7.33
278.600006,5.71
278.799988,6.14
278.700012,7.29
278.700012,6.11
278.900024,4.99
278.799988,?
278.700012,2.95
278.100006,2.74
278.400024,2.13
279.100006,1.94
278.799988,2.13
278.200012,2
278,2.84
277,3.53
276.799988,3.57
275,2.59
275.100006,2.51
275.600006,2.14
277.5,1.86
277.600006,2.89
277.400024,2.9
276.900024,2.44
275.799988,1.87
276.5,1.45
278.200012,1.14
279.100006,1.95
279,2.7
278.799988,2.8
279.100006,2.83
279.200012,2.99
279,3.56
279.600006,3.32
279,3.27
279.200012,2.94
279,2.49
278.299988,2.74
278.5,2.68
278.400024,2.53
278.799988,2.6
279.100006,2.44
279.299988,2.19
278.900024,1.58
278.299988,1.73
277.600006,1.98
277.5,1.51
278.5,1.61
279.700012,2.08
278.900024,2.68
277.700012,3.1
279,3.23
278.400024,4.56
278.100006,4.53
278.100006,4.32
278.799988,2.91
278.200012,3.04
278,2.52
279.799988,3.75
279,4.69
277.5,3.3
275.700012,3.19
274.600006,2.25
275.200012,2.18
275.299988,1.71
275.400024,1.61
275.400024,1.74
275,1.67
274.900024,1.95
274.400024,2.75
275.299988,2.61
276.5,2.59
277.600006,2.8
278,2.97
278.5,3.64
278.5,2.85
277.5,2.61
276.799988,2.26
276.600006,1.83
276.799988,2
278,2.22
278.200012,2.73
278.100006,?
277.5,6.39
279.200012,8.49
279.200012,6.07
279.400024,4.92
278.700012,3.91
277.700012,4.5
276,3.4
274.100006,3.08
275.5,2.71
276.900024,1.92
277.600006,1.83
278.400024,2.02
278.400024,1.65
277.400024,1.88
276.600006,2.05
277.100006,2.03
278.200012,1.55
278.400024,1.67
278.600006,1.61
278.5,2.41
278.299988,5.02
278.299988,?
278.5,5.24
279.200012,4.53
279.200012,4.17
279.5,3.61
279,3.51
278.799988,3.69
279.200012,2.87
278.700012,3.27
278.900024,3.31
278.799988,3.8
279.299988,3.19
277.700012,3.37
276.200012,2.87
275.600006,2.4
275.400024,2.79
275.200012,2.77
275.100006,2.98
275.700012,2.66
275.600006,2.67
275.5,2.63
274.799988,2.88
274.299988,2.54
275.600006,2.41
275.600006,2.19
275.299988,2.19
275,2.76
274.400024,2.86
273,3.07
272.5,2.77
272.200012,3.34
271.700012,2.54
272,3.93
272.299988,3.87
274.100006,3.35
274.5,3.36
274.600006,2.57
273.700012,2.02
273.5,1.99
275.299988,1.67
277.100006,1.62
277.900024,2.63
279.600006,3.16
279.299988,2.74
278.400024,3.46
277.900024,4.45
278.799988,5.2
278.5,7.73
278.400024,6.58
278,5.05
277,4.36
277.600006,3.59
276.900024,3.78
276.5,4.88
276.100006,4.84
277.5,4.62
278,3.51
278.5,3.23
278.299988,2.92
278.600006,3.56
278.299988,4.01
277.700012,4.85
277.400024,4.13
277.900024,3.79
277,2.96
277.100006,2.86
276.600006,2.37
275.5,3.3
275.600006,2.99
275.299988,3.45
275.100006,4.83
273.5,4.96
272,4.72
271.799988,4.92
272.400024,5.28
273.100006,6.36
272.700012,6.16
273.299988,5.94
273.200012,5.12
273.900024,4.31
273.900024,2.69
275.600006,3.03
275.700012,4.79
276.799988,3.63
276.100006,5.22
275.600006,5.44
276.299988,8.56
276.700012,7.08
275.900024,6.07
274.400024,?
274.200012,4.44
275.400024,3.61
275.299988,2.84
275.299988,2.68
274.5,?
275.200012,2.32
274.700012,1.9
274.200012,1.95
274.100006,1.8
273.700012,2.03
272.900024,2.15
272.200012,1.93
273.5,1.82
274,2.17
274.700012,2.84
274.5,?
275.700012,2.58
275.200012,2.64
273.700012,2.85
273.700012,2.89
273.600006,4.61
274.900024,4.01
275.299988,3.05
276.600006,?
277.799988,?
278.600006,4.12
277.700012,3.83
277.299988,4.86
276.600006,7.3
276.200012,6.38
276.200012,5.98
276.200012,6.13
277,4.92
277,3.43
277.600006,3.43
278,4.94
277.5,4.59
278.900024,?
279.200012,?
277.200012,7.53
277.200012,11.14
277.900024,9.32
277.799988,6.82
277.299988,4.7
277.799988,3.88
278.600006,4.98
